id,address,categories,primaryCategories,city,country,keys,latitude,longitude,menuPageURL,menus.amountMax,menus.amountMin,menus.description,menus.name,name,postalCode,priceRangeMin,priceRangeMax,province
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,13.95,13.95,With cheese and tomato sauce.,"Small Special Pepperoni, Mushroom and Green Pepper Pizza",Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,16.5,16.5,With cheese and tomato sauce.,Medium Hot Pepperoni Pizza,Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,19.95,19.95,,"Medium Pesto, Red Onion, Pineapple, SunDried Tomatoes, and Chicken Pizza",Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,17.5,17.5,With cheese and tomato sauce.,Medium Mushrooms and Green Peppers Pizza,Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,16.25,16.25,"Canadian style bacon, mushrooms, olives, onions, green peppers, fresh garlic, sausage, fresh or cooked tomatoes, cheese, and tomato sauce.",Small Olympia Special Pizza,Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,13.25,13.25,With cheese and tomato sauce.,Small Shrimp and Mushrooms Pizza,Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,23.95,23.95,With cheese and tomato sauce.,"Large Greek Pizza Feta Cheese, Spinach, Onions, and Cooked Tomatoes",Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,12.75,12.75,With cheese and tomato sauce.,Small Italian Salami and Mushrooms Pizza,Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,18.95,18.95,With cheese and tomato sauce.,"Medium All Dressed Pepperoni, Mushroom, Green Pepper and Anchovy Pizza",Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,24.95,24.95,With cheese and tomato sauce.,"Large Mushroom, Green Peppers, Olives, Jalapeos, and Chicken Pizza",Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,24.95,24.95,With cheese and tomato sauce.,"Large Eggplant, Mushrooms, Onions, Green Peppers, and Sausage Pizza",Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,13.95,13.95,With cheese and tomato sauce.,"Small Pepperoni, Canadian Bacon, and Mushrooms Pizza",Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,12.95,12.95,With cheese and tomato sauce.,Small Pepperoni and Mushroom Pizza,Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,19.5,19.5,With cheese and tomato sauce.,"Medium Chicken, Broccoli, and Artichokes Pizza",Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,13.5,13.5,With cheese and tomato sauce.,"Small Salami, Pepperoni, and Canadian Bacon Pizza",Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,11.95,11.95,With cheese and tomato sauce.,Small Italian Salami Pizza,Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,17.5,17.5,With cheese and tomato sauce.,Medium Italian Sausage and Mushroom Pizza,Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,13.25,13.25,With cheese and tomato sauce.,"Small Pepperoni, Mushrooms, and Italian Sausage Pizza",Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,15.25,15.25,With cheese and tomato sauce.,"Small Eggplant, Mushrooms, Onions, Green Peppers, and Sausage Pizza",Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,15.25,15.25,,"Small Pesto, Red Onion, Pineapple, SunDried Tomatoes, and Chicken Pizza",Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,18.25,18.25,With cheese and tomato sauce.,"Medium Special Pepperoni, Mushroom and Green Pepper Pizza",Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,17.5,17.5,With cheese and tomato sauce.,Medium Pepperoni and Canadian Bacon Pizza,Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,11.95,11.95,With cheese and tomato sauce.,Small Olive Pizza,Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,22.95,22.95,With cheese and tomato sauce.,"Large Pepperoni, Canadian Bacon, and Mushrooms Pizza",Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,11.95,11.95,With cheese and tomato sauce.,Small Canadian Bacon Pizza,Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,20.95,20.95,With cheese and tomato sauce.,Large Pepperoni Pizza,Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,19.95,19.95,With cheese and tomato sauce.,"Medium Mushrooms, Green Peppers, Onions, Shrimp, and Olive Pizza",Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,22.95,22.95,With cheese and tomato sauce.,"Large Salami, Pepperoni, and Canadian Bacon Pizza",Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,21.25,21.25,"Salami, pepperoni, Canadian style bacon, sausage, mushrooms, green peppers, olives, cheese, and tomato sauce.",Medium House Special Pizza,Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,17.95,17.95,With cheese and tomato sauce.,Medium Shrimp and Mushrooms Pizza,Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,23.5,23.5,With cheese and tomato sauce.,"Large Chicken, Broccoli, and Artichokes Pizza",Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,22.95,22.95,With cheese and tomato sauce.,"Large Pepperoni, Mushrooms, and Italian Sausage Pizza",Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,21.95,21.95,With cheese and tomato sauce.,Large Pepperoni and Mushroom Pizza,Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,22.95,22.95,With cheese and tomato sauce.,Large Shrimp and Mushrooms Pizza,Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,20.75,20.75,With cheese and tomato sauce.,Large Italian Salami Pizza,Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,16.5,16.5,With cheese and tomato sauce.,Medium Canadian Bacon Pizza,Olympia Pizza and Spaghetti House,98109,1,26,WA
AVweE6g9kufWRAb5_ykR,1500 Queen Anne Ave N,"Pizza Place East Queen Anne,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/1500queenanneaven/-929710776,47.63292,-122.3566,,23.5,23.5,With cheese and tomato sauce.,Large Smoked Oysters and Chopped Onions Pizza,Olympia Pizza and Spaghetti House,98109,1,26,WA
AVwckmenkufWRAb5wp_e,106 S Sharon Amity Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Charlotte,US,us/nc/charlotte/106ssharonamityrd/1294652352,35.176051,-80.799612,,5,5,Each month we feature one of our specialty pizzas,Pizza of Month,Wolfman Pizza,28211,0,25,NC
AVwd8X_CkufWRAb5-m3m,22994 Ventura Blvd,"Italian Restaurant,Pizza Place and Italian Restaurant,Pizza Place",Accommodation & Food Services,Woodland Hills,US,us/ca/woodlandhills/22994venturablvd/-1479610103,34.164745,-118.626702,,20.95,8,,"Caramelized Onion Pizza (Spicy Chicken, Tomato, Parsley, Mozzarella Cheese",Topanga Pizza and Cafe,91364,0,25,CA
AVwd8X_CkufWRAb5-m3m,22994 Ventura Blvd,"Italian Restaurant,Pizza Place and Italian Restaurant,Pizza Place",Accommodation & Food Services,Woodland Hills,US,us/ca/woodlandhills/22994venturablvd/-1479610103,34.164745,-118.626702,,8.9,8.9,,Cheese Pizza,Topanga Pizza and Cafe,91364,0,25,CA
AVwd8X_CkufWRAb5-m3m,22994 Ventura Blvd,"Italian Restaurant,Pizza Place and Italian Restaurant,Pizza Place",Accommodation & Food Services,Woodland Hills,US,us/ca/woodlandhills/22994venturablvd/-1479610103,34.164745,-118.626702,,20.95,8,,B.b.q Chicken Pizza,Topanga Pizza and Cafe,91364,0,25,CA
AVwd8X_CkufWRAb5-m3m,22994 Ventura Blvd,"Italian Restaurant,Pizza Place and Italian Restaurant,Pizza Place",Accommodation & Food Services,Woodland Hills,US,us/ca/woodlandhills/22994venturablvd/-1479610103,34.164745,-118.626702,,12.55,12.55,,Cheese Pizza,Topanga Pizza and Cafe,91364,0,25,CA
AVwd8X_CkufWRAb5-m3m,22994 Ventura Blvd,"Italian Restaurant,Pizza Place and Italian Restaurant,Pizza Place",Accommodation & Food Services,Woodland Hills,US,us/ca/woodlandhills/22994venturablvd/-1479610103,34.164745,-118.626702,,12.55,12.55,Large,Cheese Pizza,Topanga Pizza and Cafe,91364,0,25,CA
AVwd8X_CkufWRAb5-m3m,22994 Ventura Blvd,"Italian Restaurant,Pizza Place and Italian Restaurant,Pizza Place",Accommodation & Food Services,Woodland Hills,US,us/ca/woodlandhills/22994venturablvd/-1479610103,34.164745,-118.626702,,20.95,8,,"Caramelized Onion Pizza (spicy Chicken, Tomato, Parsley, Mozzarella Cheese",Topanga Pizza and Cafe,91364,0,25,CA
AVwd8X_CkufWRAb5-m3m,22994 Ventura Blvd,"Italian Restaurant,Pizza Place and Italian Restaurant,Pizza Place",Accommodation & Food Services,Woodland Hills,US,us/ca/woodlandhills/22994venturablvd/-1479610103,34.164745,-118.626702,,20.95,8,,Fresh Basil Pesto Pizza,Topanga Pizza and Cafe,91364,0,25,CA
AVwd8X_CkufWRAb5-m3m,22994 Ventura Blvd,"Italian Restaurant,Pizza Place and Italian Restaurant,Pizza Place",Accommodation & Food Services,Woodland Hills,US,us/ca/woodlandhills/22994venturablvd/-1479610103,34.164745,-118.626702,,20.95,8,,Pizza San Remo,Topanga Pizza and Cafe,91364,0,25,CA
AVwdNqoe_7pvs4fz3d6I,11329 W 143rd St,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Orland Park,US,us/il/orlandpark/11329w143rdst/1455591625,41.629352,-87.896028,,2.99,2.99,,Pizza By The Slice,Beggars Pizza,60467,0,25,IL
AVwdNqoe_7pvs4fz3d6I,11329 W 143rd St,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Orland Park,US,us/il/orlandpark/11329w143rdst/1455591625,41.629352,-87.896028,,12.75,12.75,Thin crust pizza layered with sweet baby ray39s BBQ sauce and chunks of chicken topped with mozzarella cheese,Sweet Baby Ray39s BBQ Chicken Pizza,Beggars Pizza,60467,0,25,IL
AVwdNqoe_7pvs4fz3d6I,11329 W 143rd St,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Orland Park,US,us/il/orlandpark/11329w143rdst/1455591625,41.629352,-87.896028,,13.25,13.25,,Taco Pizza,Beggars Pizza,60467,0,25,IL
AVwcfQaBkufWRAb5vr5B,86 Nassau Ave,"Pizza,Restaurant,Pizza Place Greenpoint,Pizza Place,Restaurants",Accommodation & Food Services,Brooklyn,US,us/ny/brooklyn/86nassauave/1357707217,40.723899,-73.95053,,16,16,,Chicken and Tomatoes Pizza,Pizza Prince,11222,0,25,NY
AVwcfQaBkufWRAb5vr5B,86 Nassau Ave,"Pizza,Restaurant,Pizza Place Greenpoint,Pizza Place,Restaurants",Accommodation & Food Services,Brooklyn,US,us/ny/brooklyn/86nassauave/1357707217,40.723899,-73.95053,,15,15,,Eggplant Pizza,Pizza Prince,11222,0,25,NY
AVwcfQaBkufWRAb5vr5B,86 Nassau Ave,"Pizza,Restaurant,Pizza Place Greenpoint,Pizza Place,Restaurants",Accommodation & Food Services,Brooklyn,US,us/ny/brooklyn/86nassauave/1357707217,40.723899,-73.95053,,17,17,Fresh mozzarella slices of fresh tomatoes and basil,Caprese Specialty Pizza,Pizza Prince,11222,0,25,NY
AVwcfQaBkufWRAb5vr5B,86 Nassau Ave,"Pizza,Restaurant,Pizza Place Greenpoint,Pizza Place,Restaurants",Accommodation & Food Services,Brooklyn,US,us/ny/brooklyn/86nassauave/1357707217,40.723899,-73.95053,,16,16,Spicy,Spicy Chicken Pizza,Pizza Prince,11222,0,25,NY
AVwcfQaBkufWRAb5vr5B,86 Nassau Ave,"Pizza,Restaurant,Pizza Place Greenpoint,Pizza Place,Restaurants",Accommodation & Food Services,Brooklyn,US,us/ny/brooklyn/86nassauave/1357707217,40.723899,-73.95053,,14,14,,Bacon Pizza,Pizza Prince,11222,0,25,NY
AVwcfQaBkufWRAb5vr5B,86 Nassau Ave,"Pizza,Restaurant,Pizza Place Greenpoint,Pizza Place,Restaurants",Accommodation & Food Services,Brooklyn,US,us/ny/brooklyn/86nassauave/1357707217,40.723899,-73.95053,,16,16,With pineapple and ham,Hawaiian Pizza,Pizza Prince,11222,0,25,NY
AVwcfQaBkufWRAb5vr5B,86 Nassau Ave,"Pizza,Restaurant,Pizza Place Greenpoint,Pizza Place,Restaurants",Accommodation & Food Services,Brooklyn,US,us/ny/brooklyn/86nassauave/1357707217,40.723899,-73.95053,,16,16,,Pepperoni and Jalapeno Pizza,Pizza Prince,11222,0,25,NY
AVwcfQaBkufWRAb5vr5B,86 Nassau Ave,"Pizza,Restaurant,Pizza Place Greenpoint,Pizza Place,Restaurants",Accommodation & Food Services,Brooklyn,US,us/ny/brooklyn/86nassauave/1357707217,40.723899,-73.95053,,14,14,,Fresh Mozzarella Specialty Pizza,Pizza Prince,11222,0,25,NY
AVwcfQaBkufWRAb5vr5B,86 Nassau Ave,"Pizza,Restaurant,Pizza Place Greenpoint,Pizza Place,Restaurants",Accommodation & Food Services,Brooklyn,US,us/ny/brooklyn/86nassauave/1357707217,40.723899,-73.95053,,18,18,,White Pizza with Broccoli,Pizza Prince,11222,0,25,NY
AVwcfQaBkufWRAb5vr5B,86 Nassau Ave,"Pizza,Restaurant,Pizza Place Greenpoint,Pizza Place,Restaurants",Accommodation & Food Services,Brooklyn,US,us/ny/brooklyn/86nassauave/1357707217,40.723899,-73.95053,,16,16,,Pepperoni and Meatballs Pizza,Pizza Prince,11222,0,25,NY
AVzBCJRb3D1zeR_xBFQ8,8127 Mesa Dr Ste B202,Pizza Place,Accommodation & Food Services,Austin,US,us/tx/austin/8127mesadrsteb202/-135112346,30.372875,-97.755813,,24.95,12.3,,Pizza Margherita,Brooklyn Pie Co,78759,0,25,TX
AVwc9tEq_7pvs4fz00we,3414 Camino Tassajara,Pizza Place,Management of Companies & Enterprises,Danville,US,us/ca/danville/3414caminotassajara/1848580038,37.798517,-121.919752,,27.99,8.99,,Aloha Pizza,Ascona Pizza Company,94506,0,25,CA
AVwc9tEq_7pvs4fz00we,3414 Camino Tassajara,Pizza Place,Management of Companies & Enterprises,Danville,US,us/ca/danville/3414caminotassajara/1848580038,37.798517,-121.919752,,27.99,8.99,Island style sweet pineapple and ham,Aloha Pizza,Ascona Pizza Company,94506,0,25,CA
AVwc9tEq_7pvs4fz00we,3414 Camino Tassajara,Pizza Place,Management of Companies & Enterprises,Danville,US,us/ca/danville/3414caminotassajara/1848580038,37.798517,-121.919752,,21.99,21.99,,Cheese Larger Pizza,Ascona Pizza Company,94506,0,25,CA
AVwc9tEq_7pvs4fz00we,3414 Camino Tassajara,Pizza Place,Management of Companies & Enterprises,Danville,US,us/ca/danville/3414caminotassajara/1848580038,37.798517,-121.919752,,28.99,9.99,,The Alps Pesto Pizza Pesto Pinenuts and Tomatoes,Ascona Pizza Company,94506,0,25,CA
AVwd8O_-_7pvs4fz-nTC,2018 W Stassney Ln,"Restaurant,Pizza Place",Accommodation & Food Services,Austin,US,us/tx/austin/2018wstassneyln/-489105815,30.216245,-97.798303,,8.7,8.7,,Pesto Pizza,Conans Pizza South,78745,25,40,TX
AVyir5kVgXLl9CNj_AGN,1433 Terrel Mill Rd,"Greek Restaurant,Pizza Place",Accommodation & Food Services,Marietta,US,us/ga/marietta/1433terrelmillrd/-740874092,33.91637,-84.467208,,5.95,5.95,,Alyssas White Pizza,Kouzina Christos,30067,25,40,GA
AVyir5kVgXLl9CNj_AGN,1433 Terrel Mill Rd,"Greek Restaurant,Pizza Place",Accommodation & Food Services,Marietta,US,us/ga/marietta/1433terrelmillrd/-740874092,33.91637,-84.467208,,5.95,5.95,,Christos White Pizza,Kouzina Christos,30067,25,40,GA
AVwc-2xHkufWRAb51EFA,3125 Wilson Blvd,"Department stores,Pizza,Restaurant,Pizza Place,Restaurants","Retail,Accommodation & Food Services",Arlington,US,us/va/arlington/3125wilsonblvd/-1240247145,38.887211,-77.095515,,18,18,spinachampcomma tomatoes and green peppers,Gourmet White Pizza,Goodys,22201,0,25,VA
AVwc-2xHkufWRAb51EFA,3125 Wilson Blvd,"Department stores,Pizza,Restaurant,Pizza Place,Restaurants","Retail,Accommodation & Food Services",Arlington,US,us/va/arlington/3125wilsonblvd/-1240247145,38.887211,-77.095515,,20.9,20.9,,Veggie Pizza,Goodys,22201,0,25,VA
AVwc-2xHkufWRAb51EFA,3125 Wilson Blvd,"Department stores,Pizza,Restaurant,Pizza Place,Restaurants","Retail,Accommodation & Food Services",Arlington,US,us/va/arlington/3125wilsonblvd/-1240247145,38.887211,-77.095515,,21,21,fetaampcomma black olives and gyro meat,Goodyampaposs Greek Pizza,Goodys,22201,0,25,VA
AVweAL6v_7pvs4fz_LAH,3443 N Dixie Dr,"Pizza,Caterers,Pizza Place,Catering,Restaurants",Accommodation & Food Services,Dayton,US,us/oh/dayton/3443ndixiedr/1828638626,39.7972,-84.1938,http://www.citysearch.com/profile/menu/8218383?singlePlatformId=marions-piazza-2,8.25,8.25,,Two Topping Pizza,Marion's Piazza,45414,0,25,OH
AVweAL6v_7pvs4fz_LAH,3443 N Dixie Dr,"Pizza,Caterers,Pizza Place,Catering,Restaurants",Accommodation & Food Services,Dayton,US,us/oh/dayton/3443ndixiedr/1828638626,39.7972,-84.1938,http://www.citysearch.com/profile/menu/8218383?singlePlatformId=marions-piazza-2,9,9,,Three Topping Pizza,Marion's Piazza,45414,0,25,OH
AVweAL6v_7pvs4fz_LAH,3443 N Dixie Dr,"Pizza,Caterers,Pizza Place,Catering,Restaurants",Accommodation & Food Services,Dayton,US,us/oh/dayton/3443ndixiedr/1828638626,39.7972,-84.1938,http://www.citysearch.com/profile/menu/8218383?singlePlatformId=marions-piazza-2,7.5,7.5,,Onion Pizza,Marion's Piazza,45414,0,25,OH
AVweAL6v_7pvs4fz_LAH,3443 N Dixie Dr,"Pizza,Caterers,Pizza Place,Catering,Restaurants",Accommodation & Food Services,Dayton,US,us/oh/dayton/3443ndixiedr/1828638626,39.7972,-84.1938,http://www.citysearch.com/profile/menu/8218383?singlePlatformId=marions-piazza-2,7.5,7.5,,Mushroom Pizza,Marion's Piazza,45414,0,25,OH
AVweAL6v_7pvs4fz_LAH,3443 N Dixie Dr,"Pizza,Caterers,Pizza Place,Catering,Restaurants",Accommodation & Food Services,Dayton,US,us/oh/dayton/3443ndixiedr/1828638626,39.7972,-84.1938,http://www.citysearch.com/profile/menu/8218383?singlePlatformId=marions-piazza-2,8.25,8.25,Any two above ingredients,Two Topping Pizza,Marion's Piazza,45414,0,25,OH
AVweAL6v_7pvs4fz_LAH,3443 N Dixie Dr,"Pizza,Caterers,Pizza Place,Catering,Restaurants",Accommodation & Food Services,Dayton,US,us/oh/dayton/3443ndixiedr/1828638626,39.7972,-84.1938,http://www.citysearch.com/profile/menu/8218383?singlePlatformId=marions-piazza-2,7.5,7.5,,Green Peppers Pizza,Marion's Piazza,45414,0,25,OH
AVwdV2U7_7pvs4fz43W7,5820 E Wt Harris Blvd,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Charlotte,US,us/nc/charlotte/5820ewtharrisblvd/582398429,35.2357,-80.7352,,14.49,14.49,,One 14 Inch Pizza With 2 Toppings and 10 Chicken Wings For,Teddys Pizza,28215,0,25,NC
AVwdV2U7_7pvs4fz43W7,5820 E Wt Harris Blvd,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Charlotte,US,us/nc/charlotte/5820ewtharrisblvd/582398429,35.2357,-80.7352,,15.99,15.99,,1 Large 2Topping Pizza and 10 Wings Special,Teddys Pizza,28215,0,25,NC
AVwdV2U7_7pvs4fz43W7,5820 E Wt Harris Blvd,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Charlotte,US,us/nc/charlotte/5820ewtharrisblvd/582398429,35.2357,-80.7352,,7.5,7.5,,Special Hawaiian Pizza,Teddys Pizza,28215,0,25,NC
